N,P,K,pH,Moisture,Rainfall,Humidity,Temperature,Label,Season,Soil_Type,Location,Sowing_Time,Fertilizer,Compost,Pest_Control
23,5,44,7.16300467,43,107.5660804,94.26304717,21.20725375,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
13,7,43,7.013481515,44,109.66239740000002,91.12282162,18.20230419,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
5,13,37,5.6482436489999985,41,103.3183074,89.7870345,22.34375696,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
27,24,41,6.610251186,44,110.4606459,90.88292835,24.32770134,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
7,23,35,7.054313822999999,41,102.5538035,88.71691157,19.75088482,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
12,20,39,6.026999326,44,111.0217929,86.19740917,19.86173586,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
4,19,43,5.7794274020000005,43,106.3602023,93.14554876,18.07132963,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
3,9,45,6.535244251,42,104.617522,89.61850203,23.89162561,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
1,27,36,5.684995235,42,104.991282,93.34236582,23.98598756,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
23,30,44,6.12476108,41,103.0295938,85.42912869,20.93892916,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
24,21,42,6.999014379,44,109.4429934,87.22815682,20.82210727,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
13,30,37,6.277148771,43,106.8685636,91.61793636,20.86474944,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
40,11,44,6.322396027000001,45,111.3779693,86.10874614,24.45840036,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
21,9,40,5.956401828,42,105.6209954,90.64498715,24.51147697,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
3,27,44,6.591302797000001,44,110.9633894,92.03009222,24.56811204,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
40,29,42,7.104094929,44,110.6956184,89.01574455,24.63228709,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
14,25,40,6.407872061,41,103.7084055,90.97819712,20.07386547,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
38,14,37,6.658402594,41,102.6488846,94.63612858,21.80523051,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
34,9,36,6.276038961,44,110.4432293,86.34233767,22.8122645,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
32,14,37,6.825256236,42,104.6843243,88.48567856,22.73031253,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
18,21,35,6.368560522,44,111.1382096,94.94330457,23.2801227,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
8,23,38,7.005410734,42,105.4766591,87.1775172,19.30106297,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
15,6,41,6.8973684770000006,43,108.6793978,88.83768149,19.0087067,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
0,5,36,6.152906502,42,105.529185,90.88612388,24.35193812,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
22,9,44,5.744361602000001,45,112.1926517,88.87651295,24.72235539,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
14,8,43,7.051654924,45,111.71620159999998,94.46485312,21.92513945,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
31,11,45,6.034612928,43,107.6435771,86.88738076,24.83954414,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
39,17,45,6.9244907310000015,42,104.88188999999998,90.42177379,18.09691127,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
10,5,42,6.887005997,44,109.2537734,91.08706822,20.24104904,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
8,28,38,6.8444019,42,105.6917856,94.42971362,23.22594,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
32,13,42,5.786058032000001,43,106.61905,92.97527546,23.50128217,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
18,9,40,5.627186257000001,42,106.1606833,89.02127045,19.44623085,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
20,27,41,5.700088663,44,110.5764023,92.51675903,20.51343484,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
39,25,36,5.567805185,43,107.6103211,94.99897537,18.90223032,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
20,7,45,6.077886012,45,112.4750941,89.24126808,18.90592319,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
11,10,45,6.397995609,44,109.0357597,88.45577158,22.63045168,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
40,18,43,5.767372539,44,109.91309840000002,86.79058496,19.38603815,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
3,26,39,7.079973241,41,103.6012114,91.19431555,24.38318965,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
9,16,36,5.893332377999999,43,106.977723,92.93386903,23.77989026,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
30,20,38,7.058222596,44,110.0932899,93.16343942,22.59890174,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
40,9,41,5.78270695,42,106.128338,85.4017118,24.37766782,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
40,30,35,6.269663962999999,42,104.4407083,91.07776977,20.89273273,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
32,25,35,5.892913826,43,107.0050976,85.70786282,18.09903225,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
33,23,45,7.116538883,45,112.337046,85.83618191,20.00218987,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
4,14,41,6.430163481,41,102.8186358,89.80732335,19.85139326,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
13,17,45,7.159520979,43,106.2784673,92.65058936,21.25433607,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
39,24,39,6.431265737,44,109.8076178,93.32657504,23.65374106,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
8,28,37,6.082571701,43,108.3121789,86.20613842,23.88404783,pomegranate,Unknown,Any,Any,Any,NPK,Compost,None
91,94,46,6.149934034,37,92.82840911,76.24900101,29.36792366,banana,Unknown,Any,Any,Any,NPK,Compost,None
105,95,50,5.849076099,40,101.0494791,83.67675197,27.33368994,banana,Unknown,Any,Any,Any,NPK,Compost,None
108,92,53,6.276800323,42,104.9378,82.96221306,27.40053601,banana,Unknown,Any,Any,Any,NPK,Compost,None
86,76,54,5.926824754,36,90.10978128,80.11585705,29.3159075,banana,Unknown,Any,Any,Any,NPK,Compost,None
80,77,49,5.519088423,45,113.2297373,79.39654531,26.05433004,banana,Unknown,Any,Any,Any,NPK,Compost,None
93,94,53,6.079178787999999,46,114.5357503,84.42379269,25.86632408,banana,Unknown,Any,Any,Any,NPK,Compost,None
90,92,55,6.13465588,39,97.32531705,80.18546798,27.00932084,banana,Unknown,Any,Any,Any,NPK,Compost,None
108,89,53,5.8084976039999985,40,99.34482238,78.06762846,29.55054817,banana,Unknown,Any,Any,Any,NPK,Compost,None
108,88,55,5.891458107,46,113.8729798,83.390039,26.28845991,banana,Unknown,Any,Any,Any,NPK,Compost,None
105,77,52,5.8166224789999985,40,100.0075679,76.16151562,29.16226551,banana,Unknown,Any,Any,Any,NPK,Compost,None
118,88,52,5.8431631610000005,40,98.75084366,82.68752542,28.65003945,banana,Unknown,Any,Any,Any,NPK,Compost,None
101,87,54,6.376756632999999,40,100.1692639,76.50045221,29.07311132,banana,Unknown,Any,Any,Any,NPK,Compost,None
95,75,50,5.623615687000001,47,118.2761894,75.26429821,28.08166093,banana,Unknown,Any,Any,Any,NPK,Compost,None
106,85,53,5.91505509,40,99.72430835,78.80860679999998,27.1994597,banana,Unknown,Any,Any,Any,NPK,Compost,None
86,95,49,6.458714879,43,108.3957179,78.04602887,28.05484146,banana,Unknown,Any,Any,Any,NPK,Compost,None
83,79,55,5.565028635,39,98.66679427,83.34688193,25.14748006,banana,Unknown,Any,Any,Any,NPK,Compost,None
85,95,47,6.211833161,48,119.84797,78.3422098,25.94019018,banana,Unknown,Any,Any,Any,NPK,Compost,None
109,79,45,6.490074429,43,108.66464,79.68542782,27.66752761,banana,Unknown,Any,Any,Any,NPK,Compost,None
100,76,45,5.590236025,41,102.7867717,75.94067692,25.56703012,banana,Unknown,Any,Any,Any,NPK,Compost,None
117,86,48,6.2252252389999985,46,116.1616839,82.54195839,28.6956201,banana,Unknown,Any,Any,Any,NPK,Compost,None
114,94,53,6.1907574589999985,47,118.6858263,76.8532006,26.33544853,banana,Unknown,Any,Any,Any,NPK,Compost,None
110,78,50,5.915568968,39,98.21747528,78.89864446,25.93730186,banana,Unknown,Any,Any,Any,NPK,Compost,None
94,70,48,6.195152442,37,91.46442491,84.88394407,25.13686519,banana,Unknown,Any,Any,Any,NPK,Compost,None
80,71,47,6.156373499,42,105.0776992,80.79783998,27.50527651,banana,Unknown,Any,Any,Any,NPK,Compost,None
114,79,51,6.313197204,45,112.0700033,82.34429458,26.21009246,banana,Unknown,Any,Any,Any,NPK,Compost,None
88,78,45,6.324270089,37,92.07835761,79.19588629,29.10403455,banana,Unknown,Any,Any,Any,NPK,Compost,None
112,73,48,5.7074889870000005,36,90.66727868,77.32017166,29.244063800000006,banana,Unknown,Any,Any,Any,NPK,Compost,None
117,76,47,6.119216009,37,93.10247183,77.38229006,25.56202173,banana,Unknown,Any,Any,Any,NPK,Compost,None
111,87,48,5.571401169,39,98.16752001,81.36028902,26.3985515,banana,Unknown,Any,Any,Any,NPK,Compost,None
89,83,47,5.63127166,44,109.5408614,77.79586769,28.09577643,banana,Unknown,Any,Any,Any,NPK,Compost,None
93,91,47,6.101241579,47,117.2878912,83.31110751,27.84767901,banana,Unknown,Any,Any,Any,NPK,Compost,None
92,81,52,6.438137278999998,38,94.31102057,81.4654833,27.39341554,banana,Unknown,Any,Any,Any,NPK,Compost,None
105,74,45,6.098369122,48,119.218154,81.38204104,25.14517635,banana,Unknown,Any,Any,Any,NPK,Compost,None
102,71,48,5.695267822000001,41,102.4633775,79.28693687,28.65456263,banana,Unknown,Any,Any,Any,NPK,Compost,None
94,91,51,5.6180944460000015,44,109.575944,76.67484233,29.16093424,banana,Unknown,Any,Any,Any,NPK,Compost,None
116,71,47,6.435785799,37,91.34276507,82.0638878,27.57278064,banana,Unknown,Any,Any,Any,NPK,Compost,None
117,79,49,6.176644228,45,112.9794804,82.36208097,25.40909896,banana,Unknown,Any,Any,Any,NPK,Compost,None
119,72,55,6.220643671,45,112.0777152,83.33983116,25.99069521,banana,Unknown,Any,Any,Any,NPK,Compost,None
99,73,53,5.8717022110000014,47,118.6730366,81.06003778,26.29039046,banana,Unknown,Any,Any,Any,NPK,Compost,None
91,84,52,6.390741836,47,117.536781,78.71024836,29.14827211,banana,Unknown,Any,Any,Any,NPK,Compost,None
80,90,47,6.21084479,43,107.3944717,79.35898915,26.59743595,banana,Unknown,Any,Any,Any,NPK,Compost,None
101,70,48,6.012696655,47,116.5531455,75.03193255,25.36059237,banana,Unknown,Any,Any,Any,NPK,Compost,None
108,89,53,5.908770059,45,112.3982055,80.18080728,29.12036889,banana,Unknown,Any,Any,Any,NPK,Compost,None
100,80,52,6.049801781,44,110.3262123,77.25629897,27.53911354,banana,Unknown,Any,Any,Any,NPK,Compost,None
109,91,53,6.010095852999999,44,110.2511102,83.51014178,29.66727337,banana,Unknown,Any,Any,Any,NPK,Compost,None
82,78,46,5.738678895,44,110.4408803,84.97323747,25.05802193,banana,Unknown,Any,Any,Any,NPK,Compost,None
106,70,55,5.74055541,47,116.3019555,78.52399914,25.86824781,banana,Unknown,Any,Any,Any,NPK,Compost,None
90,86,52,5.793260262,48,119.08561709999998,81.95580471,25.85036988,banana,Unknown,Any,Any,Any,NPK,Compost,None
83,95,50,5.50947065,44,108.8547508,77.79913575,26.51682337,banana,Unknown,Any,Any,Any,NPK,Compost,None
119,90,48,5.986442306,47,118.2583441,79.59242542,28.66725136,banana,Unknown,Any,Any,Any,NPK,Compost,None
107,72,45,5.790768046,37,91.40508414,81.54448882,28.14938935,banana,Unknown,Any,Any,Any,NPK,Compost,None
116,81,55,5.915546415,38,95.12322062,83.69950440000002,26.42313317,banana,Unknown,Any,Any,Any,NPK,Compost,None
101,75,50,6.242528277999999,44,109.9825551,81.40740301,26.59386409,banana,Unknown,Any,Any,Any,NPK,Compost,None
93,81,50,6.0360792660000016,41,102.2099836,76.57853189,27.71822477,banana,Unknown,Any,Any,Any,NPK,Compost,None
95,75,45,5.829898502000001,44,109.022564,82.95958244,28.98333432,banana,Unknown,Any,Any,Any,NPK,Compost,None
107,71,55,6.088064451,47,117.229079,83.96754496,29.42017919,banana,Unknown,Any,Any,Any,NPK,Compost,None
83,94,47,6.469370954,45,112.1355384,81.10523402,27.39872329,banana,Unknown,Any,Any,Any,NPK,Compost,None
102,73,54,5.720726906,44,111.0162259,84.41007614,26.4020227,banana,Unknown,Any,Any,Any,NPK,Compost,None
86,79,45,5.80766417,40,99.20961514,82.69285419,27.81251452,banana,Unknown,Any,Any,Any,NPK,Compost,None
117,86,53,5.703381727999999,46,115.8586081,83.55829874,25.19640218,banana,Unknown,Any,Any,Any,NPK,Compost,None
111,79,53,6.165001277999999,48,119.695765,75.77363772,28.31193338,banana,Unknown,Any,Any,Any,NPK,Compost,None
95,74,50,6.002481605,44,110.10323,80.47152737,25.90113128,banana,Unknown,Any,Any,Any,NPK,Compost,None
91,75,55,6.212369363,44,109.2768851,76.11239849,27.48612983,banana,Unknown,Any,Any,Any,NPK,Compost,None
93,83,46,5.765308943,44,109.2486647,83.50423735,29.38254012,banana,Unknown,Any,Any,Any,NPK,Compost,None
92,85,51,5.740764682000001,44,108.8616474,81.08183635,29.22118628,banana,Unknown,Any,Any,Any,NPK,Compost,None
104,80,54,5.879119455,44,110.1331182,81.33506906,27.09062164,banana,Unknown,Any,Any,Any,NPK,Compost,None
103,72,51,6.099478745,42,104.4812858,81.81365007,26.12643374,banana,Unknown,Any,Any,Any,NPK,Compost,None
92,75,45,5.6744033589999985,36,90.43495443,77.95192527,29.01207743,banana,Unknown,Any,Any,Any,NPK,Compost,None
93,85,49,5.694243847,48,119.4765557,79.28625709,27.96799119,banana,Unknown,Any,Any,Any,NPK,Compost,None
120,87,52,5.905494703,48,118.99235729999998,76.05522115,28.0764455,banana,Unknown,Any,Any,Any,NPK,Compost,None
108,72,46,6.110844721,36,90.94554618,84.97849241,25.16278237,banana,Unknown,Any,Any,Any,NPK,Compost,None
105,88,54,6.020445317,46,114.2005455,84.51194224,25.78749808,banana,Unknown,Any,Any,Any,NPK,Compost,None
98,79,50,6.435917308,36,91.06493353,84.47321314,25.34119774,banana,Unknown,Any,Any,Any,NPK,Compost,None
111,88,55,5.505393832999999,39,96.45042585,78.34971537,29.44795403,banana,Unknown,Any,Any,Any,NPK,Compost,None
97,74,45,5.677719902000001,45,113.1161095,78.51833782,26.47522633,banana,Unknown,Any,Any,Any,NPK,Compost,None
95,82,48,5.719014989,37,92.78133617,83.31172003,27.39489579,banana,Unknown,Any,Any,Any,NPK,Compost,None
89,91,55,6.275572297999999,38,94.32961456,80.26173100000003,25.08347445,banana,Unknown,Any,Any,Any,NPK,Compost,None
89,85,55,6.275384607,37,91.73358569,76.48541655,26.671983500000003,banana,Unknown,Any,Any,Any,NPK,Compost,None
118,88,51,6.201911642000001,40,100.6619171,79.49221962,25.44926208,banana,Unknown,Any,Any,Any,NPK,Compost,None
101,92,45,5.758054257,39,98.00403016,80.64303840000002,28.22776705,banana,Unknown,Any,Any,Any,NPK,Compost,None
99,92,47,6.3239336470000005,41,103.5045395,77.48247073,28.127950899999995,banana,Unknown,Any,Any,Any,NPK,Compost,None
82,77,46,5.901100841,38,95.83016448,82.1888998,28.9470467,banana,Unknown,Any,Any,Any,NPK,Compost,None
90,86,55,5.644486582000001,39,97.55986676,84.15403614,27.96236771,banana,Unknown,Any,Any,Any,NPK,Compost,None
95,88,52,6.235461772000001,38,94.68180316,78.90085998,28.00316034,banana,Unknown,Any,Any,Any,NPK,Compost,None
104,73,46,6.28236237,36,90.45142867,80.1190228,29.1400919,banana,Unknown,Any,Any,Any,NPK,Compost,None
102,73,52,6.356090905,36,90.24211529,83.36307683,27.9122104,banana,Unknown,Any,Any,Any,NPK,Compost,None
100,74,52,5.837258235,39,96.47800391,81.53977797,25.43480512,banana,Unknown,Any,Any,Any,NPK,Compost,None
94,89,48,5.653437902,44,111.0843029,84.51602322,28.55980972,banana,Unknown,Any,Any,Any,NPK,Compost,None
99,70,46,5.727469947,40,100.5123341,82.99556744,26.59580783,banana,Unknown,Any,Any,Any,NPK,Compost,None
112,87,48,6.200111067999999,40,99.46950465,77.39706290000002,27.19711623,banana,Unknown,Any,Any,Any,NPK,Compost,None
117,82,45,5.614471478,42,105.4220251,79.29122198,25.29391516,banana,Unknown,Any,Any,Any,NPK,Compost,None
96,86,51,6.257369799,37,91.99964712,76.98740841,29.90888522,banana,Unknown,Any,Any,Any,NPK,Compost,None
113,85,45,6.037430836,44,109.0921631,76.63713353,27.94972463,banana,Unknown,Any,Any,Any,NPK,Compost,None
105,93,46,5.760457558,43,108.3690513,78.76260938,25.01018457,banana,Unknown,Any,Any,Any,NPK,Compost,None
85,89,51,6.1581644220000005,43,108.5501443,84.70189923,29.21144871,banana,Unknown,Any,Any,Any,NPK,Compost,None
108,94,47,6.387431382999999,36,90.81250457,84.54625006,27.35911627,banana,Unknown,Any,Any,Any,NPK,Compost,None
92,81,52,5.891413895,41,103.7040783,76.52808057,28.0106804,banana,Unknown,Any,Any,Any,NPK,Compost,None
110,71,54,5.725418961,38,94.37987496,82.20793613,28.67208915,banana,Unknown,Any,Any,Any,NPK,Compost,None
82,75,55,6.281069505,37,92.15524332,78.48738349999998,27.34585147,banana,Unknown,Any,Any,Any,NPK,Compost,None
117,81,53,5.507641777999999,39,98.12565829,78.20585613,29.50704598,banana,Unknown,Any,Any,Any,NPK,Compost,None
2,40,27,5.954626604,36,90.09586854,47.54885174,29.73770045,mango,Unknown,Any,Any,Any,NPK,Compost,None
39,24,31,4.757114897,39,98.67527561,53.72979826,33.55695561,mango,Unknown,Any,Any,Any,NPK,Compost,None
21,26,27,5.6995869720000005,38,95.85118326,47.67525434,27.00315545,mango,Unknown,Any,Any,Any,NPK,Compost,None
25,22,25,5.977413802999999,38,95.70525913,45.53556603,33.56150184,mango,Unknown,Any,Any,Any,NPK,Compost,None
0,21,32,6.430139436,37,92.19721736,54.25964196,35.89855625,mango,Unknown,Any,Any,Any,NPK,Compost,None
20,19,35,6.113935087000001,39,98.00687989,50.62161586,34.17719782,mango,Unknown,Any,Any,Any,NPK,Compost,None
19,21,34,5.074272692,39,97.72843182,53.19212381,30.01592643,mango,Unknown,Any,Any,Any,NPK,Compost,None
18,17,31,5.667507706,38,93.75441586,45.16127859,31.74592134,mango,Unknown,Any,Any,Any,NPK,Compost,None
11,36,33,5.978634285,38,95.3713484,52.22780489,35.99009679,mango,Unknown,Any,Any,Any,NPK,Compost,None
30,28,30,5.064613314,39,98.46768642,52.19331595,31.86641378,mango,Unknown,Any,Any,Any,NPK,Compost,None
18,19,27,4.772385986000001,38,94.11213345,52.34605806,27.75518664,mango,Unknown,Any,Any,Any,NPK,Compost,None
23,23,27,5.161148592,39,97.31258083,51.4271781,34.72413192,mango,Unknown,Any,Any,Any,NPK,Compost,None
37,30,34,6.797779227,40,99.35408185,53.63549533,27.53907547,mango,Unknown,Any,Any,Any,NPK,Compost,None
11,27,30,6.39474303,36,89.85646496,48.56224879999999,27.69637763,mango,Unknown,Any,Any,Any,NPK,Compost,None
12,19,31,5.566704378,37,91.87312479,52.66319725,27.25373364,mango,Unknown,Any,Any,Any,NPK,Compost,None
3,28,33,5.755049971,38,94.42850522,48.88704844,30.33723921,mango,Unknown,Any,Any,Any,NPK,Compost,None
37,38,32,5.417340525,37,91.55845821,45.53106268,31.85744939,mango,Unknown,Any,Any,Any,NPK,Compost,None
26,37,30,6.1661738339999985,39,97.41054011,49.45962621,35.39986338,mango,Unknown,Any,Any,Any,NPK,Compost,None
14,18,30,5.191265116,38,95.74606104,52.13797867,29.80747243,mango,Unknown,Any,Any,Any,NPK,Compost,None
40,16,35,4.954739564,39,98.33351125,54.16482251,34.16438906,mango,Unknown,Any,Any,Any,NPK,Compost,None
4,20,25,5.664587011,40,99.9834242,47.94053996,28.93270187,mango,Unknown,Any,Any,Any,NPK,Compost,None
36,25,33,5.548584852,40,99.61465679,53.33018851,27.98392787,mango,Unknown,Any,Any,Any,NPK,Compost,None
30,17,31,6.804437106,38,94.62954663,54.49960506,31.20478173,mango,Unknown,Any,Any,Any,NPK,Compost,None
28,37,28,6.097869767000001,39,98.63333684,50.52559148,32.13409675,mango,Unknown,Any,Any,Any,NPK,Compost,None
38,15,30,5.075504537,39,97.01331604,48.13974548,28.91862016,mango,Unknown,Any,Any,Any,NPK,Compost,None
12,37,30,4.546466109,36,90.28624348,47.41196659,31.09779147,mango,Unknown,Any,Any,Any,NPK,Compost,None
38,19,31,5.855119267999999,36,90.65022183,49.08864345,34.73823882,mango,Unknown,Any,Any,Any,NPK,Compost,None
8,33,29,6.442393461,37,91.82271568,49.48613279,29.98080499,mango,Unknown,Any,Any,Any,NPK,Compost,None
15,27,28,4.507523551,36,90.82549241,46.12866113,33.80398664,mango,Unknown,Any,Any,Any,NPK,Compost,None
34,16,25,6.10729559,37,92.09609766,50.96040505,30.07202564,mango,Unknown,Any,Any,Any,NPK,Compost,None
11,36,31,6.47544932,40,100.2585673,51.77965917,27.92063282,mango,Unknown,Any,Any,Any,NPK,Compost,None
33,29,34,6.8329795089999985,37,92.99739415,49.21729127,31.40948821,mango,Unknown,Any,Any,Any,NPK,Compost,None
12,31,26,5.395275719,40,100.2160615,51.94190321,35.7877738,mango,Unknown,Any,Any,Any,NPK,Compost,None
12,34,28,6.13526938,40,98.81596545,45.02236377,33.36140093,mango,Unknown,Any,Any,Any,NPK,Compost,None
5,16,31,4.555688532,39,98.00644238,48.69677802,35.96054636,mango,Unknown,Any,Any,Any,NPK,Compost,None
1,30,29,6.4341977560000005,37,91.67241761,51.39586505,28.33333307,mango,Unknown,Any,Any,Any,NPK,Compost,None
16,35,31,5.316875978000001,38,95.99487068,50.19368841,32.27652024,mango,Unknown,Any,Any,Any,NPK,Compost,None
35,18,26,5.279388967,39,97.38741498,50.84881347,31.99490489,mango,Unknown,Any,Any,Any,NPK,Compost,None
4,40,26,6.720041791,38,95.8445641,48.56916221,27.58258929,mango,Unknown,Any,Any,Any,NPK,Compost,None
9,29,34,5.72742254,40,100.8124659,45.88744691,29.38471637,mango,Unknown,Any,Any,Any,NPK,Compost,None
2,38,33,4.691396195,36,90.21633216,53.2328243,32.38697531,mango,Unknown,Any,Any,Any,NPK,Compost,None
26,32,32,6.810186079,36,90.14047759,49.92963856,30.91471455,mango,Unknown,Any,Any,Any,NPK,Compost,None
34,38,31,6.454045329,39,97.41586402,45.58110023,35.37775595,mango,Unknown,Any,Any,Any,NPK,Compost,None
5,32,33,5.842763773,37,93.36718816,52.58967710000001,32.32362177,mango,Unknown,Any,Any,Any,NPK,Compost,None
31,29,26,5.024124683999999,39,97.76832322,47.40519056,28.22373428,mango,Unknown,Any,Any,Any,NPK,Compost,None
34,34,35,6.422710539,38,95.257992,47.16808054,27.27433181,mango,Unknown,Any,Any,Any,NPK,Compost,None
36,19,32,4.94295037,37,92.37238878,50.70880979,27.10710832,mango,Unknown,Any,Any,Any,NPK,Compost,None
7,17,26,6.414526606,37,91.63074547,48.75613373,34.89226666,mango,Unknown,Any,Any,Any,NPK,Compost,None
38,15,27,6.777788126,37,92.26439205,48.50387598,33.7462686,mango,Unknown,Any,Any,Any,NPK,Compost,None
5,19,25,6.441328044,39,96.27792547,54.43945147,27.351105600000004,mango,Unknown,Any,Any,Any,NPK,Compost,None
37,36,26,4.650536197,38,94.49161372,52.61323969,32.89300162,mango,Unknown,Any,Any,Any,NPK,Compost,None
21,31,32,5.254532213,36,90.29643888,51.42664176,35.38598705,mango,Unknown,Any,Any,Any,NPK,Compost,None
37,36,27,5.910634533,36,90.40332704,47.90859131,27.552973600000005,mango,Unknown,Any,Any,Any,NPK,Compost,None
23,23,30,4.755273631000001,36,90.89173106,47.45553843,32.82141065,mango,Unknown,Any,Any,Any,NPK,Compost,None
36,26,26,6.814630246,38,95.23444287,51.0845903,30.17294105,mango,Unknown,Any,Any,Any,NPK,Compost,None
24,33,35,5.342866119,40,100.7586226,54.82257868,29.26382931,mango,Unknown,Any,Any,Any,NPK,Compost,None
26,18,30,6.3362346239999985,39,96.59816497,51.08494181,32.06097197,mango,Unknown,Any,Any,Any,NPK,Compost,None
22,17,26,4.754435025,40,99.642454,47.71875722,28.69818144,mango,Unknown,Any,Any,Any,NPK,Compost,None
11,34,32,6.831706773,39,97.55155537,49.40983294,29.14305008,mango,Unknown,Any,Any,Any,NPK,Compost,None
29,35,28,6.9674177660000005,36,90.40260445,53.53903102,28.347161100000005,mango,Unknown,Any,Any,Any,NPK,Compost,None
22,28,26,4.947683034,37,92.84991507,45.41692012,27.67256197,mango,Unknown,Any,Any,Any,NPK,Compost,None
23,24,32,5.630619901,37,93.30247448,46.16888595,28.1218093,mango,Unknown,Any,Any,Any,NPK,Compost,None
1,35,34,6.27339822,37,92.21318555,46.69536813,30.79375683,mango,Unknown,Any,Any,Any,NPK,Compost,None
2,24,34,6.472774648,38,94.76322976,54.80750249,28.89409382,mango,Unknown,Any,Any,Any,NPK,Compost,None
39,37,25,6.953246506,39,98.28583013,45.61143594,33.33024826,mango,Unknown,Any,Any,Any,NPK,Compost,None
15,36,27,5.6437102160000014,36,91.01152997,53.96886679,27.78912455,mango,Unknown,Any,Any,Any,NPK,Compost,None
3,18,31,6.392313972999999,36,91.09745581,48.20662669,31.65333432,mango,Unknown,Any,Any,Any,NPK,Compost,None
8,38,32,4.981816523,37,91.405983,46.73723302,29.75150773,mango,Unknown,Any,Any,Any,NPK,Compost,None
33,31,34,5.421265282999999,36,89.78216168,50.22287593,31.32995611,mango,Unknown,Any,Any,Any,NPK,Compost,None
14,29,32,6.942520105,39,97.51952041,48.97047762,35.63627319,mango,Unknown,Any,Any,Any,NPK,Compost,None
18,20,26,5.435840509,36,89.98024312,51.98594645,31.66524687,mango,Unknown,Any,Any,Any,NPK,Compost,None
9,21,32,5.870116071,38,95.94035356,53.56092806,32.26935342,mango,Unknown,Any,Any,Any,NPK,Compost,None
20,30,27,4.74910393,38,95.89898581,51.59445462,27.81005614,mango,Unknown,Any,Any,Any,NPK,Compost,None
9,38,25,5.497946899,40,100.3060719,50.34035336,34.58561471,mango,Unknown,Any,Any,Any,NPK,Compost,None
26,24,34,6.811291098,36,89.74409017,52.23810152,31.27180992,mango,Unknown,Any,Any,Any,NPK,Compost,None
31,36,29,6.460542749,39,97.4611918,52.72170281,33.93679864,mango,Unknown,Any,Any,Any,NPK,Compost,None
14,18,35,4.791146778,37,91.46664318,47.02058367,31.09154239,mango,Unknown,Any,Any,Any,NPK,Compost,None
40,16,35,6.4841522000000005,36,89.59371481,49.02450149,31.89356292,mango,Unknown,Any,Any,Any,NPK,Compost,None
28,27,34,6.526654345,38,95.04871605,50.69693751,32.45465292,mango,Unknown,Any,Any,Any,NPK,Compost,None
0,17,30,6.279133738,39,97.79072474,47.97230503,35.47478322,mango,Unknown,Any,Any,Any,NPK,Compost,None
1,29,29,6.052026047000001,37,93.53197359,49.30347234,27.32961444,mango,Unknown,Any,Any,Any,NPK,Compost,None
2,36,31,5.73171945,37,91.77522598,49.95955487,30.90225239,mango,Unknown,Any,Any,Any,NPK,Compost,None
